"ATS5i","IC2","ATS4p","ATSC4v","JGI9","C3SP3","ATS4i","ATS3p","ATS2p","TPC","MPC9","MPC8","MPC7","MPC10","IC4","C4SP3","GGI3","ATS4v","ATS3v","ATSC4i","ZMIC0","MWC10","ATS3i","ATS6i","GGI2","nT10Ring","nF10Ring","IC5","MWC9","MWC8","MWC7","MPC6","ATS5p","TIC4","TIC3","GGI6","TSRW","MWC6","MPC5","MPC4","TIC5","ATS2v","SRW8","SRW10","ATS2i","IC3","ATS5v","ATS1p","SpMAD_Dt","MWC5","MPC3","SpMax_Dt"
12377.1758154626,2.64160416786859,147.183316358792,-1161.77794197764,0,0,10847.4436835197,124.333186276376,98.5998710775839,136,4,8,12,0,2.64160416786859,0,1.25,14626.8030923689,13414.6122220833,-27.2265389595318,66.0071001934602,10.510613774571,11849.8882035802,7872.49619540484,2.44444444444445,0,0,2.64160416786859,9.71577147142487,8.92572027356022,8.13123654969612,12,132.439231836376,95.0977500432694,95.0977500432694,0.326530612244898,9.30027247947679,7.34277918933185,12,18,95.0977500432694,11036.2021425572,7.52994337060159,9.04911472347696,10067.9288123266,2.64160416786859,11788.4297458976,72.2304862,8.1118863505226,6.54965074223381,21,64.8950908041808
