nS,nCl,ATS0m,AATS3v,AATS7v,AATS8v,AATS5p,AATS8p,AATS1i,AATS2i,AATS5i,ATSC1m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC8m,ATSC1p,ATSC5p,ATSC6p,ATSC7p,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC8m,AATSC4p,MATS2c,MATS5m,GATS2c,GATS4m,GATS5m,GATS2p,C3SP2,Mi,CrippenLogP,FMF,MIC2,ZMIC2,ZMIC4,MLogP,VE3_D
0,0.0,3204.3793309999983,143.99332393906138,87.78922988875316,58.6224139989938,1.0648969455484119,0.6421758121172143,150.51200310832328,156.24374600896414,166.17559543343575,-31.632429023255234,186.5411353737153,166.75594295835566,-352.63391237695976,-851.5226235911298,149.21027008004262,0.7816343206511783,0.26800122799337334,-2.4976021271996247,-0.5011283116969212,35.572110213088195,-0.7356378842617496,-0.7837889817381064,1.793664763208801,1.7191334325603675,5.328938217144379,-0.0013154246101510934,-0.11598178575943976,-0.13217617594779393,0.8249675787602687,0.9082237035924673,1.1560874611814622,1.2709276327995742,1,7.713816766467065,1.418080000000002,0.27906976744186046,30.87944232449075,26.62747557830363,21.425191381746995,2.45,0.5338219811468312
