nS,nCl,ATS0m,AATS3v,AATS7v,AATS8v,AATS5p,AATS8p,AATS1i,AATS2i,AATS5i,ATSC1m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC8m,ATSC1p,ATSC5p,ATSC6p,ATSC7p,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC8m,AATSC4p,MATS2c,MATS5m,GATS2c,GATS4m,GATS5m,GATS2p,C3SP2,Mi,CrippenLogP,FMF,MIC2,ZMIC2,ZMIC4,MLogP,VE3_D
0,1.0,6354.411661000013,225.37068866698547,113.88334622151825,110.1918027276699,1.2980384885506189,0.9363035469974101,148.5061171122533,148.36477424153034,160.51449166192526,-132.2195420982468,-910.2055488020676,-302.9047685837402,-52.620986607872375,-865.430857467107,114.22622801666111,2.0333196643527316,-0.16853237201399407,-6.566454383326345,2.219230254562839,44.515830473427194,-2.1325732596491416,2.1682498555558833,-7.110980850016153,-2.148260770097448,2.596050636742298,-0.022269831034448583,0.10079878353510668,-0.009850613075589553,0.788938209407252,0.7605358126893089,0.7472236443767887,0.8642127417159561,4,7.5526378260428295,3.14378,0.0,34.60540987849981,48.15878926303839,27.093782782054493,3.6599999999999997,-8.300381015027378
