"TIC2","ATS6i","TIC3","Sv","TIC5","TIC4","ATS7e","McGowan_Volume","ATS7i","piPC2","ATS1p","TopoPSA","IC4","ATS5p","GGI3","nBondsS3","Si","ATS0i","ATS1i","GGI6","Sp","apol","ATS6p","ATS1v","nAtom","GGI4","ATS7v","R_TpiPCTPC","ATS0v","TWC","MWC9","TIC1","Zagreb","MWC2","GGI2","ATS8e","ATS4m","TSRW","SRW10","MWC8","piPC3","MWC10","ATS2v","ATS5i","piPC1","SRW8","MWC6","ATS6v","ATS4p","MWC4","MPC3","AMW","nO","ATSC5i","WPOL","ATSC5v","GGI5","AATS4v","IC3","AATS6v","MLFER_E","AATS5v","TIC0","IC5","GATS1m","GATS7v","AATS0m","SRW2","nBonds","AATS2m","AATS6m","GGI8","AATS3m","ATS5v","ATS4v","ATSC5p","nBondsM","nBondsD2","nBondsD","AATS4m","AATS6p","C2SP2","JGI3","nAtomP","AATS1m","GATS7p","AATS0v","IC2","ATS4i","ZMIC2","Mv","MWC7","ATS3m","ATS2m","ZMIC0","MWC5","JGI2","MATS7c","ATS5m","ATS1m","MPC6","AATS7p","ATS3v","GATS1i","SRW6","AATS5m","Mp","FMF","MPC5","MPC4","GATS1v","AATS7v","JGT","MWC3","AATSC7p","AATS6i","MATS5i","TPC","SpMax_Dt","SpAD_Dt","MPC9","MPC8","MPC7","EE_Dt","AATS0p"
225.135440452017,15173.512144369,276.438409360823,39.411484836149,326.438409360823,302.438409360823,589.635248,3.59770000000001,13794.1302514625,4.56434819146784,119.42023167,119.45,5.12607473492921,155.764618626074,2.1875,23,445.605631736527,9481.98871971313,9207.3792609597,0.561632653061225,42.2394161676647,72.969825,119.181794883037,17393.8185566735,59,2.89333333333333,9338.4343901645,8.92851205320033,14175.9059557484,149.893032501001,11.4516775239307,178.222831068774,182,5.20948615284142,3.99999999999999,325.012696,7278.99222500001,10.8035066159354,10.6005022446226,10.5549008646118,5.18178355029209,12.3532116581139,25838.8112896444,19261.738999431,3.95124371858143,8.88999735728484,8.76045304631527,14890.3403479237,191.913457176376,6.97447891102505,72,7.93530377084747,0,-4.41413500508025,54,-83.5033236850885,0.680555555555556,177.387363038841,4.68539676882751,156.740424714986,5.02,167.633982686195,87.0877976052399,5.53285439594615,0.613657633491825,0.912075178899379,107.701892559322,4.31748811353631,37,86.59170614,40.6425477473685,0.0816326530612245,71.074201359375,20116.0779223434,25011.6181884765,-0.168532372013994,14,14,14,51.6240583333334,1.25454520929513,22,0.0405092592592593,16,94.7146939516129,0.892358598078338,240.269592470311,3.81585492291554,22351.7862893863,48.1587892630384,0.667991268409306,9.65367913251243,9097.497774,8659.170614,112.509575945495,7.85979918056211,0.074074074074074,0.0941153298236489,5657.39216800001,5872.311025,140,0.969948120547145,28847.4481493741,0.957410953787679,7.23201033166476,47.1449347333334,0.71592230792652,0,136,98,0.750288404743641,113.883346221518,0.485156424514983,6.07534603108868,0.0270637835922297,159.721180467042,-0.022618545029998,1203,191.840350115018,705.18372460753,174,172,154,191.840350115018,1.66827156985127
