nS,nCl,ATS0m,AATS3v,AATS7v,AATS8v,AATS5p,AATS8p,AATS1i,AATS2i,AATS5i,ATSC1m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC8m,ATSC1p,ATSC5p,ATSC6p,ATSC7p,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC8m,AATSC4p,MATS2c,MATS5m,GATS2c,GATS4m,GATS5m,GATS2p,C3SP2,Mi,CrippenLogP,FMF,MIC2,ZMIC2,ZMIC4,MLogP,VE3_D
0,1.0,2428.0885559999983,105.25127598270318,96.43100026258566,88.71325900748246,0.969472325703957,0.9200926710272223,145.46652831353202,157.27489790303693,167.78562850693243,-39.59894459171693,29.581232662722293,19.798773491124507,10.016314319526856,0.23385514792918372,-19.331063195266232,-0.40491288304933454,0.09551770646496455,0.08602489920927175,0.0765320919535783,60.68985825443794,-1.5839577836686771,-10.273060036489161,0.4695433755987666,0.3666439535393427,-1.0739479552925684,0.0019446391429751278,-0.21742456030198423,0.0036675775666336454,1.1694548698635487,0.8016030863804001,0.8766745167711615,1.2951597391691119,0,7.697456494702903,3.585700000000001,0.0,20.230001025317826,26.45520350541682,30.38607984910713,2.23,-30.905014767190856
