"ATS5i","IC2","ATS4p","ATSC4v","JGI9","C3SP3","ATS4i","ATS3p","ATS2p","TPC","MPC9","MPC8","MPC7","MPC10","IC4","C4SP3","GGI3","ATS4v","ATS3v","ATSC4i","ZMIC0","MWC10","ATS3i","ATS6i","GGI2","nT10Ring","nF10Ring","IC5","MWC9","MWC8","MWC7","MPC6","ATS5p","TIC4","TIC3","GGI6","TSRW","MWC6","MPC5","MPC4","TIC5","ATS2v","SRW8","SRW10","ATS2i","IC3","ATS5v","ATS1p","SpMAD_Dt","MWC5","MPC3","SpMax_Dt"
12724.927917482,4.58135760222196,115.74877355849,-511.077445167297,0.01140625,0,14149.6400030933,127.397889204188,117.72225768649,756,114,105,94,93,4.72525424768862,0,1.4375,15783.9828194446,18286.7529486912,0.897812693123044,87.7205999881284,11.8540369237399,14833.8900604658,10587.2003246565,3.11111111111111,2,2,4.15232467175849,10.952927103863,10.0614737245929,9.16628398577926,85,100.338431417584,231.537458136742,238.766877824973,0.422857142857143,10.3189359942532,8.28425179762192,76,56,203.463908916166,17143.4219700984,8.42441979126388,10.1094035581837,11796.1690026396,4.87279342499944,13069.0377836756,83.232125794,16.8039108536316,7.39817409297047,45,206.375869831307
