"TIC2","ATS6i","TIC3","Sv","TIC5","TIC4","ATS7e","McGowan_Volume","ATS7i","piPC2","ATS1p","TopoPSA","IC4","ATS5p","GGI3","nBondsS3","Si","ATS0i","ATS1i","GGI6","Sp","apol","ATS6p","ATS1v","nAtom","GGI4","ATS7v","R_TpiPCTPC","ATS0v","TWC","MWC9","TIC1","Zagreb","MWC2","GGI2","ATS8e","ATS4m","TSRW","SRW10","MWC8","piPC3","MWC10","ATS2v","ATS5i","piPC1","SRW8","MWC6","ATS6v","ATS4p","MWC4","MPC3","AMW","nO","ATSC5i","WPOL","ATSC5v","GGI5","AATS4v","IC3","AATS6v","MLFER_E","AATS5v","TIC0","IC5","GATS1m","GATS7v","AATS0m","SRW2","nBonds","AATS2m","AATS6m","GGI8","AATS3m","ATS5v","ATS4v","ATSC5p","nBondsM","nBondsD2","nBondsD","AATS4m","AATS6p","C2SP2","JGI3","nAtomP","AATS1m","GATS7p","AATS0v","IC2","ATS4i","ZMIC2","Mv","MWC7","ATS3m","ATS2m","ZMIC0","MWC5","JGI2","MATS7c","ATS5m","ATS1m","MPC6","AATS7p","ATS3v","GATS1i","SRW6","AATS5m","Mp","FMF","MPC5","MPC4","GATS1v","AATS7v","JGT","MWC3","AATSC7p","AATS6i","MATS5i","TPC","SpMax_Dt","SpAD_Dt","MPC9","MPC8","MPC7","EE_Dt","AATS0p"
94.7016576673415,2821.43323840144,98.7016576673415,20.0742163647466,98.7016576673415,98.7016576673415,0,2.1142,0,3.66356164612965,66.18399879,0,3.79621760259006,86.1596922569798,6.45138888888888,17,195.067303592814,4109.31842383654,3794.9766750291,0,22.7312197604791,38.861137,23.25773984,8925.2868215925,26,1.25777777777778,0,1.11973392461197,8042.7194262633,114.471072908516,11.9460900426538,76.9084637628619,108,4.69134788222914,7.33333333333334,0,19441.664095,11.1026387515828,10.8694632861883,10.9076243129814,4.20469261939097,12.9872696220694,17513.2941628416,11442.3163235251,2.99573227355399,8.91206909797013,8.82834762005316,2002.57782490779,172.033860493641,6.75110146893676,60,14.3789382326154,0,23.664410747317,48,-240.008757397487,0,223.548438732363,3.79621760259006,125.161114056737,1.446,126.010589644761,40.8113422554107,3.79621760259006,0.478748584571353,0,394.180895615384,3.61091791264422,18,223.828061222222,35.7336,0,335.177089618421,8316.69891655422,19225.1657309833,-6.11588005492907,1,1,1,226.065861569767,1.45360874,0,0.134403935185185,2,173.199954555556,0,309.335362548589,3.6423714487439,13675.9964464427,53.2435795032136,0.772085244797945,9.86604525706026,25473.458811,12086.715306,97.231473120861,7.78613643778307,0.203703703703704,0,3815.392884,4676.398773,85,0,25328.801257102,1.16185885531584,7.00760061395185,57.8089830909091,0.874277683095348,0.269230769230769,93,79,0.64205497244034,0,0.827472718253968,5.70711026474888,0,176.33957740009,0.336108145771371,451,91.9876828264927,183.975365652985,0,13,50,91.9876828264927,2.50605062090927
