nS,nCl,ATS0m,AATS3v,AATS7v,AATS8v,AATS5p,AATS8p,AATS1i,AATS2i,AATS5i,ATSC1m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC8m,ATSC1p,ATSC5p,ATSC6p,ATSC7p,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC8m,AATSC4p,MATS2c,MATS5m,GATS2c,GATS4m,GATS5m,GATS2p,C3SP2,Mi,CrippenLogP,FMF,MIC2,ZMIC2,ZMIC4,MLogP,VE3_D
0,0.0,5603.653186000013,197.08026263480062,157.3566268197863,177.37215609310599,1.5146476664469062,1.2552726336535902,142.55222225927162,151.37043605061464,150.37941638453873,214.69272042039717,-342.23983458480643,-230.35816694484836,81.19584291571414,-502.7551092611868,610.2646072695111,-1.3548410626763516,-2.1812016215069363,-4.871314306376229,-2.2147503444261822,35.208715103017695,3.204368961498465,-6.64472840380233,-2.535109885813381,-1.6337458648570806,5.215936814269326,0.02726357842739003,-0.18809270224231392,0.015072739297928898,1.3476730620413988,0.9604942280252959,0.8422536344582066,1.0125825435201758,3,7.511619702530424,4.166200000000006,0.5483870967741935,29.659884734823194,64.96312288097782,52.153177903112926,3.88,-120.9637164412547
