"ATS5i","IC2","ATS4p","ATSC4v","JGI9","C3SP3","ATS4i","ATS3p","ATS2p","TPC","MPC9","MPC8","MPC7","MPC10","IC4","C4SP3","GGI3","ATS4v","ATS3v","ATSC4i","ZMIC0","MWC10","ATS3i","ATS6i","GGI2","nT10Ring","nF10Ring","IC5","MWC9","MWC8","MWC7","MPC6","ATS5p","TIC4","TIC3","GGI6","TSRW","MWC6","MPC5","MPC4","TIC5","ATS2v","SRW8","SRW10","ATS2i","IC3","ATS5v","ATS1p","SpMAD_Dt","MWC5","MPC3","SpMax_Dt"
11553.3516455589,4.60693673217532,128.44037440649,-253.732564656387,0.00699366751809281,0,13020.5268986041,145.712950226547,131.668857461698,617,74,70,63,74,4.61176893470124,0,1.84722222222222,17114.8657429143,19427.6543131711,-24.3633794360267,104.587201934067,11.679888006982,12894.4909336404,11259.6951851967,2.88888888888889,0,0,4.65722348015579,10.8213570375235,9.98169781307269,9.12510922761352,65,105.09101503649,202.917833126855,213.296127982767,0.420453514739229,10.2665669441479,8.29229810706322,64,58,204.917833126855,18914.0470637557,8.41869794466714,10.0133728160654,10766.9648741466,4.8476392723356,14891.6680823076,90.085784016,14.6016664166747,7.43897159239586,47,214.698832080822
