"ATS5i","IC2","ATS4p","ATSC4v","JGI9","C3SP3","ATS4i","ATS3p","ATS2p","TPC","MPC9","MPC8","MPC7","MPC10","IC4","C4SP3","GGI3","ATS4v","ATS3v","ATSC4i","ZMIC0","MWC10","ATS3i","ATS6i","GGI2","nT10Ring","nF10Ring","IC5","MWC9","MWC8","MWC7","MPC6","ATS5p","TIC4","TIC3","GGI6","TSRW","MWC6","MPC5","MPC4","TIC5","ATS2v","SRW8","SRW10","ATS2i","IC3","ATS5v","ATS1p","SpMAD_Dt","MWC5","MPC3","SpMax_Dt"
16122.1304884891,3.9578525390977,162.153005789396,-900.406102538787,0.0059375,0,14971.8557495229,157.529240617698,133.457001642245,1909,361,302,234,416,4.90707177008882,0,1.88194444444444,23142.1164103929,23053.1820375263,-21.4935205727606,78.4503709553805,12.535372795544,12794.0669980334,15244.8464166077,3.33333333333333,3,3,5.06091792393498,11.591468587289,10.6498199865997,9.70692507345183,179,152.085298311339,191.375799033464,177.866024029137,0.667709750566894,10.7939270008198,8.76732914779405,142,104,197.375799033464,20444.674951237,8.80522520263231,10.5672316687268,11460.0580441683,4.56066728279839,21017.3969934638,84.8044403399999,40.0550484130544,7.82604401351897,70,493.872488650394
